eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	112
0	0	20000	39999	113
0	0	40000	59999	114
0	0	60000	79999	115
0	0	80000	99999	116
0	0	100000	119999	117
0	0	120000	139999	118
0	0	140000	159999	119
0	0	160000	179999	120
0	0	180000	199999	122
0	0	200000	219999	123
0	0	220000	239999	124
0	0	240000	259999	125
0	0	260000	279999	126
0	0	280000	299999	127
0	0	300000	319999	128
0	0	320000	339999	129
0	0	340000	359999	131
0	0	360000	379999	132
0	0	380000	399999	133
0	0	400000	419999	134
0	0	420000	439999	135
0	0	440000	459999	136
0	0	460000	479999	137
0	0	480000	499999	138
0	0	500000	519999	140
0	0	520000	539999	141
0	0	540000	559999	142
0	0	560000	579999	143
0	0	580000	599999	144
0	0	600000	619999	145
0	0	620000	639999	146
0	0	640000	659999	147
0	0	660000	679999	148
0	0	680000	699999	150
0	0	700000	719999	151
0	0	720000	739999	152
0	0	740000	759999	153
0	0	760000	779999	154
0	0	780000	799999	155
0	0	800000	819999	156
0	0	820000	839999	157
0	0	840000	859999	159
0	0	860000	879999	160
0	0	880000	899999	161
0	0	900000	919999	162
0	0	920000	939999	163
0	0	940000	959999	164
0	0	960000	979999	165
0	0	980000	999999	166
0	0	1000000	1019999	168
0	0	1020000	1039999	169
0	0	1040000	1059999	170
0	0	1060000	1079999	171
0	0	1080000	1099999	172
0	0	1100000	1119999	173
0	0	1120000	1139999	174
0	0	1140000	1159999	175
0	0	1160000	1179999	176
0	0	1180000	1199999	178
0	0	1200000	1219999	179
0	0	1220000	1239999	180
0	0	1240000	1259999	181
0	0	1260000	1279999	182
0	0	1280000	1299999	183
0	0	1300000	1319999	184
0	0	1320000	1339999	185
0	0	1340000	1359999	187
0	0	1360000	1379999	188
0	0	1380000	1399999	189
0	0	1400000	1419999	190
0	0	1420000	1439999	191
0	0	1440000	1459999	192
0	0	1460000	1479999	193
0	0	1480000	1499999	194
0	0	1500000	1519999	196
0	0	1520000	1539999	197
0	0	1540000	1559999	198
0	0	1560000	1579999	199
0	0	1580000	1599999	200
0	0	1600000	1619999	201
0	0	1620000	1639999	202
0	0	1640000	1659999	203
0	0	1660000	1679999	204
0	0	1680000	1699999	206
0	0	1700000	1719999	207
0	0	1720000	1739999	208
0	0	1740000	1759999	209
0	0	1760000	1779999	210
0	0	1780000	1799999	211
0	0	1800000	1819999	212
0	0	1820000	1839999	213
0	0	1840000	1859999	215
0	0	1860000	1879999	216
0	0	1880000	1899999	217
0	0	1900000	1919999	218
0	0	1920000	1939999	219
0	0	1940000	1959999	220
0	0	1960000	1979999	221
0	0	1980000	1999999	222
0	0	2000000	2019999	224
0	0	2020000	2039999	225
0	0	2040000	2059999	226
0	0	2060000	2079999	227
0	0	2080000	2099999	228
0	0	2100000	2119999	229
0	0	2120000	2139999	230
0	0	2140000	2159999	231
0	0	2160000	2179999	232
0	0	2180000	2199999	234
0	0	2200000	2219999	235
0	0	2220000	2239999	236
0	0	2240000	2259999	237
0	0	2260000	2279999	238
0	0	2280000	2299999	239
0	0	2300000	2319999	240
0	0	2320000	2339999	241
0	0	2340000	2359999	243
0	0	2360000	2379999	244
0	0	2380000	2399999	245
0	0	2400000	2419999	246
0	0	2420000	2439999	247
0	0	2440000	2459999	248
0	0	2460000	2479999	249
0	0	2480000	2499999	250
0	0	2500000	2519999	252
0	0	2520000	2539999	253
0	0	2540000	2559999	254
0	0	2560000	2579999	255
0	0	2580000	2599999	256
0	0	2600000	2619999	257
0	0	2620000	2639999	258
0	0	2640000	2659999	259
0	0	2660000	2679999	260
0	0	2680000	2699999	262
0	0	2700000	2719999	263
0	0	2720000	2739999	264
0	0	2740000	2759999	265
0	0	2760000	2779999	266
0	0	2780000	2799999	267
0	0	2800000	2819999	268
0	0	2820000	2839999	269
0	0	2840000	2859999	271
0	0	2860000	2879999	272
0	0	2880000	2899999	273
0	0	2900000	2919999	274
0	0	2920000	2939999	275
0	0	2940000	2959999	276
0	0	2960000	2979999	277
0	0	2980000	2999999	278
0	0	3000000	3019999	280
0	0	3020000	3039999	281
0	0	3040000	3059999	282
0	0	3060000	3079999	283
0	0	3080000	3099999	284
0	0	3100000	3119999	285
0	0	3120000	3139999	286
0	0	3140000	3159999	287
0	0	3160000	3179999	288
0	0	3180000	3199999	290
0	0	3200000	3219999	291
0	0	3220000	3239999	292
0	0	3240000	3259999	293
0	0	3260000	3279999	294
0	0	3280000	3299999	295
0	0	3300000	3319999	296
1	0	0	19999	113
1	0	20000	39999	114
1	0	40000	59999	115
1	0	60000	79999	116
1	0	80000	99999	117
1	0	100000	119999	118
1	0	120000	139999	119
