eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	128
0	0	20000	39999	129
0	0	40000	59999	130
0	0	60000	79999	131
0	0	80000	99999	133
0	0	100000	119999	134
0	0	120000	139999	135
0	0	140000	159999	136
0	0	160000	179999	138
0	0	180000	199999	139
0	0	200000	219999	140
0	0	220000	239999	142
0	0	240000	259999	143
0	0	260000	279999	144
0	0	280000	299999	145
0	0	300000	319999	147
0	0	320000	339999	148
0	0	340000	359999	149
0	0	360000	379999	151
0	0	380000	399999	152
0	0	400000	419999	153
0	0	420000	439999	154
0	0	440000	459999	156
0	0	460000	479999	157
0	0	480000	499999	158
0	0	500000	519999	160
0	0	520000	539999	161
0	0	540000	559999	162
0	0	560000	579999	163
0	0	580000	599999	165
0	0	600000	619999	166
0	0	620000	639999	167
0	0	640000	659999	168
0	0	660000	679999	170
0	0	680000	699999	171
0	0	700000	719999	172
0	0	720000	739999	174
0	0	740000	759999	175
0	0	760000	779999	176
0	0	780000	799999	177
0	0	800000	819999	179
0	0	820000	839999	180
0	0	840000	859999	181
0	0	860000	879999	183
0	0	880000	899999	184
0	0	900000	919999	185
0	0	920000	939999	186
0	0	940000	959999	188
0	0	960000	979999	189
0	0	980000	999999	190
0	0	1000000	1019999	192
0	0	1020000	1039999	193
0	0	1040000	1059999	194
0	0	1060000	1079999	195
0	0	1080000	1099999	197
0	0	1100000	1119999	198
0	0	1120000	1139999	199
0	0	1140000	1159999	200
0	0	1160000	1179999	202
0	0	1180000	1199999	203
0	0	1200000	1219999	204
0	0	1220000	1239999	206
0	0	1240000	1259999	207
0	0	1260000	1279999	208
0	0	1280000	1299999	209
0	0	1300000	1319999	211
0	0	1320000	1339999	212
0	0	1340000	1359999	213
0	0	1360000	1379999	215
0	0	1380000	1399999	216
0	0	1400000	1419999	217
0	0	1420000	1439999	218
0	0	1440000	1459999	220
0	0	1460000	1479999	221
0	0	1480000	1499999	222
0	0	1500000	1519999	224
0	0	1520000	1539999	225
0	0	1540000	1559999	226
0	0	1560000	1579999	227
0	0	1580000	1599999	229
0	0	1600000	1619999	230
0	0	1620000	1639999	231
0	0	1640000	1659999	232
0	0	1660000	1679999	234
0	0	1680000	1699999	235
0	0	1700000	1719999	236
0	0	1720000	1739999	238
0	0	1740000	1759999	239
0	0	1760000	1779999	240
0	0	1780000	1799999	241
0	0	1800000	1819999	243
0	0	1820000	1839999	244
0	0	1840000	1859999	245
0	0	1860000	1879999	247
0	0	1880000	1899999	248
0	0	1900000	1919999	249
0	0	1920000	1939999	250
0	0	1940000	1959999	252
0	0	1960000	1979999	253
0	0	1980000	1999999	254
0	0	2000000	2019999	256
0	0	2020000	2039999	257
0	0	2040000	2059999	258
0	0	2060000	2079999	259
0	0	2080000	2099999	261
0	0	2100000	2119999	262
0	0	2120000	2139999	263
0	0	2140000	2159999	264
0	0	2160000	2179999	266
0	0	2180000	2199999	267
0	0	2200000	2219999	268
0	0	2220000	2239999	270
0	0	2240000	2259999	271
0	0	2260000	2279999	272
0	0	2280000	2299999	273
0	0	2300000	2319999	275
0	0	2320000	2339999	276
0	0	2340000	2359999	277
0	0	2360000	2379999	279
0	0	2380000	2399999	280
0	0	2400000	2419999	281
0	0	2420000	2439999	282
0	0	2440000	2459999	284
0	0	2460000	2479999	285
0	0	2480000	2499999	286
0	0	2500000	2519999	288
0	0	2520000	2539999	289
0	0	2540000	2559999	290
0	0	2560000	2579999	291
0	0	2580000	2599999	293
0	0	2600000	2619999	294
0	0	2620000	2639999	295
0	0	2640000	2659999	296
0	0	2660000	2679999	298
0	0	2680000	2699999	299
0	0	2700000	2719999	300
0	0	2720000	2739999	302
0	0	2740000	2759999	303
0	0	2760000	2779999	304
0	0	2780000	2799999	305
0	0	2800000	2819999	307
0	0	2820000	2839999	308
0	0	2840000	2859999	309
0	0	2860000	2879999	311
0	0	2880000	2899999	312
0	0	2900000	2919999	313
0	0	2920000	2939999	314
0	0	2940000	2959999	316
0	0	2960000	2979999	317
0	0	2980000	2999999	318
0	0	3000000	3019999	320
1	0	0	19999	129
1	0	20000	39999	130
1	0	40000	59999	131
1	0	60000	79999	133
1	0	80000	99999	134
1	0	100000	119999	135
1	0	120000	139999	137
1	0	140000	159999	138
1	0	160000	179999	139
1	0	180000	199999	140
1	0	200000	219999	142
1	0	220000	239999	143
1	0	240000	259999	144
1	0	260000	279999	146
1	0	280000	299999	147
1	0	300000	319999	148
1	0	320000	339999	149
1	0	340000	359999	151
1	0	360000	379999	152
1	0	380000	399999	153
1	0	400000	419999	155
1	0	420000	439999	156
1	0	440000	459999	157
1	0	460000	479999	159
1	0	480000	499999	160
1	0	500000	519999	161
1	0	520000	539999	162
1	0	540000	559999	164
1	0	560000	579999	165
1	0	580000	599999	166
1	0	600000	619999	168
1	0	620000	639999	169
1	0	640000	659999	170
1	0	660000	679999	171
1	0	680000	699999	173
1	0	700000	719999	174
1	0	720000	739999	175
1	0	740000	759999	177
1	0	760000	779999	178
1	0	780000	799999	179
1	0	800000	819999	180
1	0	820000	839999	182
1	0	840000	859999	183
1	0	860000	879999	184
1	0	880000	899999	186
1	0	900000	919999	187
1	0	920000	939999	188
1	0	940000	959999	190
1	0	960000	979999	191
1	0	980000	999999	192
1	0	1000000	1019999	193
1	0	1020000	1039999	195
1	0	1040000	1059999	196
1	0	1060000	1079999	197
1	0	1080000	1099999	199
1	0	1100000	1119999	200
1	0	1120000	1139999	201
1	0	1140000	1159999	202
1	0	1160000	1179999	204
1	0	1180000	1199999	205
1	0	1200000	1219999	206
1	0	1220000	1239999	208
1	0	1240000	1259999	209
1	0	1260000	1279999	210
1	0	1280000	1299999	212
1	0	1300000	1319999	213
1	0	1320000	1339999	214
1	0	1340000	1359999	215
1	0	1360000	1379999	217
1	0	1380000	1399999	218
1	0	1400000	1419999	219
1	0	1420000	1439999	221
1	0	1440000	1459999	222
1	0	1460000	1479999	223
1	0	1480000	1499999	224
1	0	1500000	1519999	226
1	0	1520000	1539999	227
1	0	1540000	1559999	228
1	0	1560000	1579999	230
1	0	1580000	1599999	231
1	0	1600000	1619999	232
1	0	1620000	1639999	233
1	0	1640000	1659999	235
1	0	1660000	1679999	236
1	0	1680000	1699999	237
1	0	1700000	1719999	239
1	0	1720000	1739999	240
1	0	1740000	1759999	241
1	0	1760000	1779999	243
1	0	1780000	1799999	244
1	0	1800000	1819999	245
