eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	111
0	0	20000	39999	112
0	0	40000	59999	113
0	0	60000	79999	114
0	0	80000	99999	115
0	0	100000	119999	116
0	0	120000	139999	117
0	0	140000	159999	118
0	0	160000	179999	119
0	0	180000	199999	120
0	0	200000	219999	122
0	0	220000	239999	123
0	0	240000	259999	124
0	0	260000	279999	125
0	0	280000	299999	126
0	0	300000	319999	127
0	0	320000	339999	128
0	0	340000	359999	129
0	0	360000	379999	130
0	0	380000	399999	132
0	0	400000	419999	133
0	0	420000	439999	134
0	0	440000	459999	135
0	0	460000	479999	136
0	0	480000	499999	137
0	0	500000	519999	138
0	0	520000	539999	139
0	0	540000	559999	140
0	0	560000	579999	142
0	0	580000	599999	143
0	0	600000	619999	144
0	0	620000	639999	145
0	0	640000	659999	146
0	0	660000	679999	147
0	0	680000	699999	148
0	0	700000	719999	149
0	0	720000	739999	150
0	0	740000	759999	152
0	0	760000	779999	153
0	0	780000	799999	154
0	0	800000	819999	155
0	0	820000	839999	156
0	0	840000	859999	157
0	0	860000	879999	158
0	0	880000	899999	159
0	0	900000	919999	160
0	0	920000	939999	162
0	0	940000	959999	163
0	0	960000	979999	164
0	0	980000	999999	165
0	0	1000000	1019999	166
0	0	1020000	1039999	167
0	0	1040000	1059999	168
0	0	1060000	1079999	169
0	0	1080000	1099999	170
0	0	1100000	1119999	172
0	0	1120000	1139999	173
0	0	1140000	1159999	174
0	0	1160000	1179999	175
0	0	1180000	1199999	176
0	0	1200000	1219999	177
0	0	1220000	1239999	178
0	0	1240000	1259999	179
0	0	1260000	1279999	180
0	0	1280000	1299999	182
0	0	1300000	1319999	183
0	0	1320000	1339999	184
0	0	1340000	1359999	185
0	0	1360000	1379999	186
0	0	1380000	1399999	187
0	0	1400000	1419999	188
0	0	1420000	1439999	189
0	0	1440000	1459999	190
0	0	1460000	1479999	192
0	0	1480000	1499999	193
0	0	1500000	1519999	194
0	0	1520000	1539999	195
0	0	1540000	1559999	196
0	0	1560000	1579999	197
0	0	1580000	1599999	198
0	0	1600000	1619999	199
0	0	1620000	1639999	200
0	0	1640000	1659999	202
0	0	1660000	1679999	203
0	0	1680000	1699999	204
0	0	1700000	1719999	205
0	0	1720000	1739999	206
0	0	1740000	1759999	207
0	0	1760000	1779999	208
0	0	1780000	1799999	209
0	0	1800000	1819999	210
0	0	1820000	1839999	212
