eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	104
0	0	20000	39999	105
0	0	40000	59999	106
0	0	60000	79999	107
0	0	80000	99999	108
0	0	100000	119999	109
0	0	120000	139999	110
0	0	140000	159999	111
0	0	160000	179999	112
0	0	180000	199999	113
0	0	200000	219999	114
0	0	220000	239999	115
0	0	240000	259999	116
0	0	260000	279999	117
0	0	280000	299999	118
0	0	300000	319999	119
0	0	320000	339999	120
0	0	340000	359999	121
0	0	360000	379999	122
0	0	380000	399999	123
0	0	400000	419999	124
0	0	420000	439999	125
0	0	440000	459999	126
0	0	460000	479999	127
0	0	480000	499999	128
0	0	500000	519999	130
0	0	520000	539999	131
0	0	540000	559999	132
0	0	560000	579999	133
0	0	580000	599999	134
0	0	600000	619999	135
0	0	620000	639999	136
0	0	640000	659999	137
0	0	660000	679999	138
0	0	680000	699999	139
0	0	700000	719999	140
0	0	720000	739999	141
0	0	740000	759999	142
0	0	760000	779999	143
0	0	780000	799999	144
0	0	800000	819999	145
0	0	820000	839999	146
0	0	840000	859999	147
0	0	860000	879999	148
0	0	880000	899999	149
0	0	900000	919999	150
0	0	920000	939999	151
0	0	940000	959999	152
0	0	960000	979999	153
0	0	980000	999999	154
0	0	1000000	1019999	156
0	0	1020000	1039999	157
0	0	1040000	1059999	158
0	0	1060000	1079999	159
0	0	1080000	1099999	160
0	0	1100000	1119999	161
0	0	1120000	1139999	162
0	0	1140000	1159999	163
0	0	1160000	1179999	164
0	0	1180000	1199999	165
0	0	1200000	1219999	166
0	0	1220000	1239999	167
0	0	1240000	1259999	168
0	0	1260000	1279999	169
0	0	1280000	1299999	170
0	0	1300000	1319999	171
0	0	1320000	1339999	172
0	0	1340000	1359999	173
0	0	1360000	1379999	174
0	0	1380000	1399999	175
0	0	1400000	1419999	176
0	0	1420000	1439999	177
0	0	1440000	1459999	178
0	0	1460000	1479999	179
0	0	1480000	1499999	180
0	0	1500000	1519999	182
0	0	1520000	1539999	183
0	0	1540000	1559999	184
0	0	1560000	1579999	185
0	0	1580000	1599999	186
0	0	1600000	1619999	187
0	0	1620000	1639999	188
0	0	1640000	1659999	189
0	0	1660000	1679999	190
0	0	1680000	1699999	191
0	0	1700000	1719999	192
0	0	1720000	1739999	193
0	0	1740000	1759999	194
0	0	1760000	1779999	195
0	0	1780000	1799999	196
0	0	1800000	1819999	197
0	0	1820000	1839999	198
0	0	1840000	1859999	199
0	0	1860000	1879999	200
0	0	1880000	1899999	201
0	0	1900000	1919999	202
0	0	1920000	1939999	203
0	0	1940000	1959999	204
0	0	1960000	1979999	205
0	0	1980000	1999999	206
0	0	2000000	2019999	208
0	0	2020000	2039999	209
0	0	2040000	2059999	210
0	0	2060000	2079999	211
0	0	2080000	2099999	212
0	0	2100000	2119999	213
0	0	2120000	2139999	214
0	0	2140000	2159999	215
0	0	2160000	2179999	216
0	0	2180000	2199999	217
0	0	2200000	2219999	218
0	0	2220000	2239999	219
0	0	2240000	2259999	220
0	0	2260000	2279999	221
0	0	2280000	2299999	222
0	0	2300000	2319999	223
0	0	2320000	2339999	224
0	0	2340000	2359999	225
0	0	2360000	2379999	226
0	0	2380000	2399999	227
0	0	2400000	2419999	228
0	0	2420000	2439999	229
0	0	2440000	2459999	230
0	0	2460000	2479999	231
0	0	2480000	2499999	232
0	0	2500000	2519999	234
0	0	2520000	2539999	235
0	0	2540000	2559999	236
0	0	2560000	2579999	237
0	0	2580000	2599999	238
0	0	2600000	2619999	239
0	0	2620000	2639999	240
0	0	2640000	2659999	241
0	0	2660000	2679999	242
0	0	2680000	2699999	243
0	0	2700000	2719999	244
0	0	2720000	2739999	245
0	0	2740000	2759999	246
0	0	2760000	2779999	247
0	0	2780000	2799999	248
0	0	2800000	2819999	249
0	0	2820000	2839999	250
0	0	2840000	2859999	251
0	0	2860000	2879999	252
0	0	2880000	2899999	253
0	0	2900000	2919999	254
0	0	2920000	2939999	255
0	0	2940000	2959999	256
0	0	2960000	2979999	257
0	0	2980000	2999999	258
0	0	3000000	3019999	260
0	0	3020000	3039999	261
0	0	3040000	3059999	262
0	0	3060000	3079999	263
0	0	3080000	3099999	264
0	0	3100000	3119999	265
0	0	3120000	3139999	266
0	0	3140000	3159999	267
0	0	3160000	3179999	268
0	0	3180000	3199999	269
0	0	3200000	3219999	270
0	0	3220000	3239999	271
0	0	3240000	3259999	272
0	0	3260000	3279999	273
0	0	3280000	3299999	274
0	0	3300000	3319999	275
1	0	0	19999	105
1	0	20000	39999	106
1	0	40000	59999	107
1	0	60000	79999	108
1	0	80000	99999	109
1	0	100000	119999	110
1	0	120000	139999	111
1	0	140000	159999	112
1	0	160000	179999	113
1	0	180000	199999	114
1	0	200000	219999	115
1	0	220000	239999	116
1	0	240000	259999	117
1	0	260000	279999	118
1	0	280000	299999	119
1	0	300000	319999	120
1	0	320000	339999	121
1	0	340000	359999	122
1	0	360000	379999	123
1	0	380000	399999	124
1	0	400000	419999	126
1	0	420000	439999	127
1	0	440000	459999	128
1	0	460000	479999	129
1	0	480000	499999	130
1	0	500000	519999	131
1	0	520000	539999	132
1	0	540000	559999	133
1	0	560000	579999	134
1	0	580000	599999	135
1	0	600000	619999	136
1	0	620000	639999	137
1	0	640000	659999	138
1	0	660000	679999	139
1	0	680000	699999	140
1	0	700000	719999	141
1	0	720000	739999	142
1	0	740000	759999	143
1	0	760000	779999	144
1	0	780000	799999	146
1	0	800000	819999	147
1	0	820000	839999	148
1	0	840000	859999	149
1	0	860000	879999	150
1	0	880000	899999	151
1	0	900000	919999	152
1	0	920000	939999	153
1	0	940000	959999	154
1	0	960000	979999	155
1	0	980000	999999	156
1	0	1000000	1019999	157
1	0	1020000	1039999	158
1	0	1040000	1059999	159
1	0	1060000	1079999	160
1	0	1080000	1099999	161
1	0	1100000	1119999	162
1	0	1120000	1139999	163
1	0	1140000	1159999	164
1	0	1160000	1179999	165
1	0	1180000	1199999	167
1	0	1200000	1219999	168
1	0	1220000	1239999	169
1	0	1240000	1259999	170
1	0	1260000	1279999	171
1	0	1280000	1299999	172
1	0	1300000	1319999	173
1	0	1320000	1339999	174
1	0	1340000	1359999	175
1	0	1360000	1379999	176
1	0	1380000	1399999	177
1	0	1400000	1419999	178
1	0	1420000	1439999	179
1	0	1440000	1459999	180
1	0	1460000	1479999	181
1	0	1480000	1499999	182
1	0	1500000	1519999	183
1	0	1520000	1539999	184
1	0	1540000	1559999	185
1	0	1560000	1579999	186
1	0	1580000	1599999	188
1	0	1600000	1619999	189
1	0	1620000	1639999	190
1	0	1640000	1659999	191
1	0	1660000	1679999	192
1	0	1680000	1699999	193
1	0	1700000	1719999	194
1	0	1720000	1739999	195
1	0	1740000	1759999	196
1	0	1760000	1779999	197
1	0	1780000	1799999	198
1	0	1800000	1819999	199
1	0	1820000	1839999	200
1	0	1840000	1859999	201
1	0	1860000	1879999	202
1	0	1880000	1899999	203
1	0	1900000	1919999	204
1	0	1920000	1939999	205
1	0	1940000	1959999	206
1	0	1960000	1979999	207
1	0	1980000	1999999	209
1	0	2000000	2019999	210
1	0	2020000	2039999	211
1	0	2040000	2059999	212
1	0	2060000	2079999	213
1	0	2080000	2099999	214
1	0	2100000	2119999	215
1	0	2120000	2139999	216
1	0	2140000	2159999	217
1	0	2160000	2179999	218
1	0	2180000	2199999	219
1	0	2200000	2219999	220
1	0	2220000	2239999	221
1	0	2240000	2259999	222
1	0	2260000	2279999	223
1	0	2280000	2299999	224
1	0	2300000	2319999	225
1	0	2320000	2339999	226
1	0	2340000	2359999	227
1	0	2360000	2379999	228
1	0	2380000	2399999	230
1	0	2400000	2419999	231
1	0	2420000	2439999	232
1	0	2440000	2459999	233
1	0	2460000	2479999	234
1	0	2480000	2499999	235
1	0	2500000	2519999	236
1	0	2520000	2539999	237
1	0	2540000	2559999	238
1	0	2560000	2579999	239
1	0	2580000	2599999	240
1	0	2600000	2619999	241
1	0	2620000	2639999	242
1	0	2640000	2659999	243
1	0	2660000	2679999	244
1	0	2680000	2699999	245
1	0	2700000	2719999	246
1	0	2720000	2739999	247
1	0	2740000	2759999	248
1	0	2760000	2779999	249
1	0	2780000	2799999	251
1	0	2800000	2819999	252
1	0	2820000	2839999	253
1	0	2840000	2859999	254
1	0	2860000	2879999	255
1	0	2880000	2899999	256
1	0	2900000	2919999	257
1	0	2920000	2939999	258
1	0	2940000	2959999	259
1	0	2960000	2979999	260
1	0	2980000	2999999	261
1	0	3000000	3019999	262
1	0	3020000	3039999	263
1	0	3040000	3059999	264
1	0	3060000	3079999	265
1	0	3080000	3099999	266
1	0	3100000	3119999	267
1	0	3120000	3139999	268
1	0	3140000	3159999	269
1	0	3160000	3179999	271
1	0	3180000	3199999	272
