eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	125
0	0	20000	39999	126
0	0	40000	59999	127
0	0	60000	79999	128
0	0	80000	99999	130
0	0	100000	119999	131
0	0	120000	139999	132
0	0	140000	159999	133
0	0	160000	179999	135
0	0	180000	199999	136
0	0	200000	219999	137
0	0	220000	239999	138
0	0	240000	259999	140
0	0	260000	279999	141
0	0	280000	299999	142
0	0	300000	319999	143
0	0	320000	339999	145
0	0	340000	359999	146
0	0	360000	379999	147
0	0	380000	399999	148
0	0	400000	419999	150
0	0	420000	439999	151
0	0	440000	459999	152
0	0	460000	479999	153
0	0	480000	499999	155
0	0	500000	519999	156
0	0	520000	539999	157
0	0	540000	559999	158
0	0	560000	579999	160
0	0	580000	599999	161
0	0	600000	619999	162
0	0	620000	639999	163
0	0	640000	659999	165
0	0	660000	679999	166
0	0	680000	699999	167
0	0	700000	719999	168
0	0	720000	739999	170
0	0	740000	759999	171
0	0	760000	779999	172
0	0	780000	799999	173
0	0	800000	819999	175
0	0	820000	839999	176
0	0	840000	859999	177
0	0	860000	879999	178
0	0	880000	899999	180
0	0	900000	919999	181
0	0	920000	939999	182
0	0	940000	959999	183
0	0	960000	979999	185
0	0	980000	999999	186
0	0	1000000	1019999	187
0	0	1020000	1039999	188
0	0	1040000	1059999	190
0	0	1060000	1079999	191
0	0	1080000	1099999	192
0	0	1100000	1119999	193
0	0	1120000	1139999	195
0	0	1140000	1159999	196
0	0	1160000	1179999	197
0	0	1180000	1199999	198
0	0	1200000	1219999	200
0	0	1220000	1239999	201
0	0	1240000	1259999	202
0	0	1260000	1279999	203
0	0	1280000	1299999	205
0	0	1300000	1319999	206
0	0	1320000	1339999	207
0	0	1340000	1359999	208
0	0	1360000	1379999	210
0	0	1380000	1399999	211
0	0	1400000	1419999	212
0	0	1420000	1439999	213
0	0	1440000	1459999	215
0	0	1460000	1479999	216
0	0	1480000	1499999	217
0	0	1500000	1519999	218
0	0	1520000	1539999	220
0	0	1540000	1559999	221
0	0	1560000	1579999	222
0	0	1580000	1599999	223
0	0	1600000	1619999	225
0	0	1620000	1639999	226
0	0	1640000	1659999	227
0	0	1660000	1679999	228
0	0	1680000	1699999	230
0	0	1700000	1719999	231
0	0	1720000	1739999	232
0	0	1740000	1759999	233
0	0	1760000	1779999	235
0	0	1780000	1799999	236
0	0	1800000	1819999	237
0	0	1820000	1839999	238
0	0	1840000	1859999	240
0	0	1860000	1879999	241
0	0	1880000	1899999	242
0	0	1900000	1919999	243
0	0	1920000	1939999	245
0	0	1940000	1959999	246
0	0	1960000	1979999	247
0	0	1980000	1999999	248
0	0	2000000	2019999	250
0	0	2020000	2039999	251
0	0	2040000	2059999	252
0	0	2060000	2079999	253
0	0	2080000	2099999	255
0	0	2100000	2119999	256
0	0	2120000	2139999	257
0	0	2140000	2159999	258
0	0	2160000	2179999	260
0	0	2180000	2199999	261
0	0	2200000	2219999	262
0	0	2220000	2239999	263
0	0	2240000	2259999	265
0	0	2260000	2279999	266
0	0	2280000	2299999	267
0	0	2300000	2319999	268
0	0	2320000	2339999	270
0	0	2340000	2359999	271
0	0	2360000	2379999	272
0	0	2380000	2399999	273
0	0	2400000	2419999	275
0	0	2420000	2439999	276
0	0	2440000	2459999	277
0	0	2460000	2479999	278
0	0	2480000	2499999	280
0	0	2500000	2519999	281
0	0	2520000	2539999	282
0	0	2540000	2559999	283
0	0	2560000	2579999	285
0	0	2580000	2599999	286
0	0	2600000	2619999	287
0	0	2620000	2639999	288
0	0	2640000	2659999	290
0	0	2660000	2679999	291
0	0	2680000	2699999	292
0	0	2700000	2719999	293
0	0	2720000	2739999	295
0	0	2740000	2759999	296
0	0	2760000	2779999	297
0	0	2780000	2799999	298
0	0	2800000	2819999	300
0	0	2820000	2839999	301
0	0	2840000	2859999	302
0	0	2860000	2879999	303
0	0	2880000	2899999	305
0	0	2900000	2919999	306
0	0	2920000	2939999	307
0	0	2940000	2959999	308
0	0	2960000	2979999	310
0	0	2980000	2999999	311
0	0	3000000	3019999	312
1	0	0	19999	126
1	0	20000	39999	127
1	0	40000	59999	128
1	0	60000	79999	130
1	0	80000	99999	131
1	0	100000	119999	132
1	0	120000	139999	133
1	0	140000	159999	135
1	0	160000	179999	136
1	0	180000	199999	137
1	0	200000	219999	138
1	0	220000	239999	140
1	0	240000	259999	141
1	0	260000	279999	142
1	0	280000	299999	143
1	0	300000	319999	145
1	0	320000	339999	146
1	0	340000	359999	147
1	0	360000	379999	148
1	0	380000	399999	150
1	0	400000	419999	151
1	0	420000	439999	152
1	0	440000	459999	154
1	0	460000	479999	155
1	0	480000	499999	156
1	0	500000	519999	157
1	0	520000	539999	159
1	0	540000	559999	160
1	0	560000	579999	161
1	0	580000	599999	162
1	0	600000	619999	164
1	0	620000	639999	165
1	0	640000	659999	166
1	0	660000	679999	167
1	0	680000	699999	169
1	0	700000	719999	170
1	0	720000	739999	171
1	0	740000	759999	172
1	0	760000	779999	174
1	0	780000	799999	175
1	0	800000	819999	176
1	0	820000	839999	178
1	0	840000	859999	179
1	0	860000	879999	180
1	0	880000	899999	181
1	0	900000	919999	183
1	0	920000	939999	184
1	0	940000	959999	185
1	0	960000	979999	186
1	0	980000	999999	188
1	0	1000000	1019999	189
1	0	1020000	1039999	190
1	0	1040000	1059999	191
1	0	1060000	1079999	193
1	0	1080000	1099999	194
1	0	1100000	1119999	195
1	0	1120000	1139999	196
1	0	1140000	1159999	198
1	0	1160000	1179999	199
1	0	1180000	1199999	200
1	0	1200000	1219999	202
1	0	1220000	1239999	203
1	0	1240000	1259999	204
1	0	1260000	1279999	205
1	0	1280000	1299999	207
1	0	1300000	1319999	208
1	0	1320000	1339999	209
1	0	1340000	1359999	210
1	0	1360000	1379999	212
1	0	1380000	1399999	213
1	0	1400000	1419999	214
1	0	1420000	1439999	215
1	0	1440000	1459999	217
1	0	1460000	1479999	218
1	0	1480000	1499999	219
1	0	1500000	1519999	220
1	0	1520000	1539999	222
1	0	1540000	1559999	223
1	0	1560000	1579999	224
1	0	1580000	1599999	225
1	0	1600000	1619999	227
1	0	1620000	1639999	228
1	0	1640000	1659999	229
1	0	1660000	1679999	231
1	0	1680000	1699999	232
1	0	1700000	1719999	233
1	0	1720000	1739999	234
1	0	1740000	1759999	236
1	0	1760000	1779999	237
1	0	1780000	1799999	238
1	0	1800000	1819999	239
1	0	1820000	1839999	241
1	0	1840000	1859999	242
1	0	1860000	1879999	243
1	0	1880000	1899999	244
1	0	1900000	1919999	246
1	0	1920000	1939999	247
1	0	1940000	1959999	248
1	0	1960000	1979999	249
1	0	1980000	1999999	251
1	0	2000000	2019999	252
1	0	2020000	2039999	253
1	0	2040000	2059999	255
1	0	2060000	2079999	256
1	0	2080000	2099999	257
1	0	2100000	2119999	258
1	0	2120000	2139999	260
1	0	2140000	2159999	261
1	0	2160000	2179999	262
1	0	2180000	2199999	263
1	0	2200000	2219999	265
1	0	2220000	2239999	266
1	0	2240000	2259999	267
1	0	2260000	2279999	268
1	0	2280000	2299999	270
1	0	2300000	2319999	271
1	0	2320000	2339999	272
1	0	2340000	2359999	273
1	0	2360000	2379999	275
1	0	2380000	2399999	276
1	0	2400000	2419999	277
1	0	2420000	2439999	279
1	0	2440000	2459999	280
1	0	2460000	2479999	281
1	0	2480000	2499999	282
1	0	2500000	2519999	284
1	0	2520000	2539999	285
1	0	2540000	2559999	286
1	0	2560000	2579999	287
1	0	2580000	2599999	289
1	0	2600000	2619999	290
1	0	2620000	2639999	291
1	0	2640000	2659999	292
1	0	2660000	2679999	294
1	0	2680000	2699999	295
1	0	2700000	2719999	296
1	0	2720000	2739999	297
1	0	2740000	2759999	299
1	0	2760000	2779999	300
1	0	2780000	2799999	301
1	0	2800000	2819999	303
1	0	2820000	2839999	304
1	0	2840000	2859999	305
1	0	2860000	2879999	306
1	0	2880000	2899999	308
1	0	2900000	2919999	309
1	0	2920000	2939999	310
1	0	2940000	2959999	311
1	0	2960000	2979999	313
1	0	2980000	2999999	314
1	0	3000000	3019999	315
2	0	0	19999	127
2	0	20000	39999	128
2	0	40000	59999	130
2	0	60000	79999	131
2	0	80000	99999	132
2	0	100000	119999	133
2	0	120000	139999	135
2	0	140000	159999	136
2	0	160000	179999	137
2	0	180000	199999	138
2	0	200000	219999	140
2	0	220000	239999	141
2	0	240000	259999	142
2	0	260000	279999	144
2	0	280000	299999	145
2	0	300000	319999	146
2	0	320000	339999	147
2	0	340000	359999	149
2	0	360000	379999	150
2	0	380000	399999	151
2	0	400000	419999	153
2	0	420000	439999	154
2	0	440000	459999	155
2	0	460000	479999	156
2	0	480000	499999	158
2	0	500000	519999	159
2	0	520000	539999	160
2	0	540000	559999	161
2	0	560000	579999	163
2	0	580000	599999	164
2	0	600000	619999	165
2	0	620000	639999	167
2	0	640000	659999	168
2	0	660000	679999	169
2	0	680000	699999	170
2	0	700000	719999	172
2	0	720000	739999	173
2	0	740000	759999	174
2	0	760000	779999	175
2	0	780000	799999	177
2	0	800000	819999	178
2	0	820000	839999	179
2	0	840000	859999	181
2	0	860000	879999	182
2	0	880000	899999	183
2	0	900000	919999	184
2	0	920000	939999	186
2	0	940000	959999	187
2	0	960000	979999	188
2	0	980000	999999	189
2	0	1000000	1019999	191
2	0	1020000	1039999	192
2	0	1040000	1059999	193
2	0	1060000	1079999	195
2	0	1080000	1099999	196
2	0	1100000	1119999	197
2	0	1120000	1139999	198
2	0	1140000	1159999	200
2	0	1160000	1179999	201
2	0	1180000	1199999	202
2	0	1200000	1219999	204
2	0	1220000	1239999	205
2	0	1240000	1259999	206
2	0	1260000	1279999	207
2	0	1280000	1299999	209
2	0	1300000	1319999	210
2	0	1320000	1339999	211
2	0	1340000	1359999	212
2	0	1360000	1379999	214
