eventBonus	liveBonus	scoreLowerLimit	scoreUpperLimit	eventPoint
0	0	0	19999	119
0	0	20000	39999	120
0	0	40000	59999	121
0	0	60000	79999	122
0	0	80000	99999	123
0	0	100000	119999	124
0	0	120000	139999	126
0	0	140000	159999	127
0	0	160000	179999	128
0	0	180000	199999	129
0	0	200000	219999	130
0	0	220000	239999	132
0	0	240000	259999	133
0	0	260000	279999	134
0	0	280000	299999	135
0	0	300000	319999	136
0	0	320000	339999	138
0	0	340000	359999	139
0	0	360000	379999	140
0	0	380000	399999	141
0	0	400000	419999	142
0	0	420000	439999	143
0	0	440000	459999	145
0	0	460000	479999	146
0	0	480000	499999	147
0	0	500000	519999	148
0	0	520000	539999	149
0	0	540000	559999	151
0	0	560000	579999	152
0	0	580000	599999	153
0	0	600000	619999	154
0	0	620000	639999	155
0	0	640000	659999	157
0	0	660000	679999	158
0	0	680000	699999	159
0	0	700000	719999	160
0	0	720000	739999	161
0	0	740000	759999	163
0	0	760000	779999	164
0	0	780000	799999	165
0	0	800000	819999	166
0	0	820000	839999	167
0	0	840000	859999	168
0	0	860000	879999	170
0	0	880000	899999	171
0	0	900000	919999	172
0	0	920000	939999	173
0	0	940000	959999	174
0	0	960000	979999	176
0	0	980000	999999	177
0	0	1000000	1019999	178
0	0	1020000	1039999	179
0	0	1040000	1059999	180
0	0	1060000	1079999	182
0	0	1080000	1099999	183
0	0	1100000	1119999	184
0	0	1120000	1139999	185
0	0	1140000	1159999	186
0	0	1160000	1179999	188
0	0	1180000	1199999	189
0	0	1200000	1219999	190
0	0	1220000	1239999	191
0	0	1240000	1259999	192
0	0	1260000	1279999	193
0	0	1280000	1299999	195
0	0	1300000	1319999	196
0	0	1320000	1339999	197
0	0	1340000	1359999	198
0	0	1360000	1379999	199
0	0	1380000	1399999	201
0	0	1400000	1419999	202
0	0	1420000	1439999	203
0	0	1440000	1459999	204
0	0	1460000	1479999	205
0	0	1480000	1499999	207
0	0	1500000	1519999	208
0	0	1520000	1539999	209
0	0	1540000	1559999	210
0	0	1560000	1579999	211
0	0	1580000	1599999	213
0	0	1600000	1619999	214
0	0	1620000	1639999	215
0	0	1640000	1659999	216
0	0	1660000	1679999	217
0	0	1680000	1699999	218
0	0	1700000	1719999	220
0	0	1720000	1739999	221
0	0	1740000	1759999	222
0	0	1760000	1779999	223
0	0	1780000	1799999	224
0	0	1800000	1819999	226
0	0	1820000	1839999	227
0	0	1840000	1859999	228
0	0	1860000	1879999	229
0	0	1880000	1899999	230
0	0	1900000	1919999	232
0	0	1920000	1939999	233
0	0	1940000	1959999	234
0	0	1960000	1979999	235
0	0	1980000	1999999	236
0	0	2000000	2019999	238
0	0	2020000	2039999	239
0	0	2040000	2059999	240
0	0	2060000	2079999	241
0	0	2080000	2099999	242
0	0	2100000	2119999	243
0	0	2120000	2139999	245
0	0	2140000	2159999	246
0	0	2160000	2179999	247
0	0	2180000	2199999	248
0	0	2200000	2219999	249
0	0	2220000	2239999	251
0	0	2240000	2259999	252
0	0	2260000	2279999	253
0	0	2280000	2299999	254
0	0	2300000	2319999	255
0	0	2320000	2339999	257
0	0	2340000	2359999	258
0	0	2360000	2379999	259
0	0	2380000	2399999	260
0	0	2400000	2419999	261
0	0	2420000	2439999	262
0	0	2440000	2459999	264
0	0	2460000	2479999	265
0	0	2480000	2499999	266
0	0	2500000	2519999	267
0	0	2520000	2539999	268
0	0	2540000	2559999	270
0	0	2560000	2579999	271
0	0	2580000	2599999	272
0	0	2600000	2619999	273
0	0	2620000	2639999	274
0	0	2640000	2659999	276
0	0	2660000	2679999	277
0	0	2680000	2699999	278
0	0	2700000	2719999	279
0	0	2720000	2739999	280
0	0	2740000	2759999	282
0	0	2760000	2779999	283
0	0	2780000	2799999	284
0	0	2800000	2819999	285
0	0	2820000	2839999	286
0	0	2840000	2859999	287
0	0	2860000	2879999	289
0	0	2880000	2899999	290
0	0	2900000	2919999	291
0	0	2920000	2939999	292
0	0	2940000	2959999	293
0	0	2960000	2979999	295
0	0	2980000	2999999	296
